contig	length	type
VIRSorter_utg001344l_segment0_LN:i:11891_RC:i:793_XC:f:1_000000	11891	l
VIRSorter_utg001352l_segment0_LN:i:41460_RC:i:1780_XC:f:0_987952	41460	l
VIRSorter_utg001353l_segment0_LN:i:24794_RC:i:882_XC:f:1_000000	24794	l
VIRSorter_utg001357l_segment0_LN:i:15687_RC:i:1572_XC:f:0_968750	15687	l
VIRSorter_utg001360l_segment0_LN:i:11370_RC:i:1659_XC:f:1_000000	11370	l
VIRSorter_utg001361l_segment0_LN:i:18466_RC:i:970_XC:f:0_972973	18466	l
VIRSorter_utg001362l_segment0_LN:i:11787_RC:i:669_XC:f:0_958333	11787	l
VIRSorter_utg001363l_segment0_LN:i:38732_RC:i:2462_XC:f:1_000000	38732	l
VIRSorter_utg001364l_segment0_LN:i:18516_RC:i:304_XC:f:0_868421	18516	l
VIRSorter_utg001366l_segment0_LN:i:28596_RC:i:8251_XC:f:1_000000	28596	l
VIRSorter_utg001367l_segment0_LN:i:13377_RC:i:1149_XC:f:1_000000	13377	l
VIRSorter_utg001379l_segment0_LN:i:35613_RC:i:3767_XC:f:1_000000	35613	l
VIRSorter_utg001380l_segment0_LN:i:10508_RC:i:526_XC:f:0_952381	10508	l
VIRSorter_utg001383l_segment0_LN:i:15754_RC:i:2158_XC:f:1_000000	15754	l
VIRSorter_utg001384l_segment0_LN:i:13973_RC:i:2127_XC:f:1_000000	13973	l
VIRSorter_utg001385l_segment0_LN:i:12065_RC:i:5717_XC:f:1_000000	12065	l
VIRSorter_utg001387l_segment0_LN:i:15992_RC:i:2961_XC:f:1_000000	15992	l
VIRSorter_utg001392l_segment0_LN:i:11932_RC:i:174_XC:f:1_000000	11932	l
VIRSorter_utg001393l_segment0_LN:i:27569_RC:i:3508_XC:f:1_000000	27569	l
VIRSorter_utg001394l_segment0_LN:i:13152_RC:i:1064_XC:f:1_000000	13152	l
VIRSorter_utg001396l_segment0_LN:i:61233_RC:i:652_XC:f:0_878049	61233	l
VIRSorter_utg001398l_segment0_LN:i:24151_RC:i:1154_XC:f:0_959184	24151	l
VIRSorter_utg001400l_segment0_LN:i:28104_RC:i:811_XC:f:0_912281	28104	l
VIRSorter_utg001403l_segment0_LN:i:19918_RC:i:4258_XC:f:1_000000	19918	l
VIRSorter_utg001404l_segment0_LN:i:17235_RC:i:377_XC:f:1_000000	17235	l
VIRSorter_utg001405l_segment0_LN:i:15361_RC:i:1623_XC:f:0_967742	15361	l
VIRSorter_utg001406l_segment0_LN:i:43582_RC:i:6545_XC:f:1_000000	43582	l
VIRSorter_utg001407l_segment0_LN:i:25607_RC:i:3481_XC:f:1_000000	25607	l
VIRSorter_utg001412l_segment0_LN:i:21582_RC:i:769_XC:f:1_000000	21582	l
VIRSorter_utg001413l_segment0_LN:i:41625_RC:i:5676_XC:f:1_000000	41625	l
VIRSorter_utg001415l_segment0_LN:i:11711_RC:i:351_XC:f:0_958333	11711	l
VIRSorter_utg001416l_segment0_LN:i:19831_RC:i:2479_XC:f:1_000000	19831	l
VIRSorter_utg001417l_segment0_LN:i:21922_RC:i:654_XC:f:0_977273	21922	l
VIRSorter_utg001418l_segment0_LN:i:12774_RC:i:1838_XC:f:1_000000	12774	l
VIRSorter_utg001419l_segment0_LN:i:11227_RC:i:1891_XC:f:1_000000	11227	l
VIRSorter_utg001420l_segment0_LN:i:62146_RC:i:1280_XC:f:0_968000	62146	l
VIRSorter_utg001421l_segment0_LN:i:19233_RC:i:1832_XC:f:0_974359	19233	l
VIRSorter_utg001422l_segment0_LN:i:13757_RC:i:242_XC:f:0_964286	13757	l
VIRSorter_utg001426l_segment0_LN:i:25183_RC:i:7190_XC:f:0_960784	25183	l
VIRSorter_utg001427l_segment0_LN:i:25092_RC:i:1128_XC:f:0_960784	25092	l
VIRSorter_utg001428l_segment0_LN:i:13080_RC:i:334_XC:f:1_000000	13080	l
VIRSorter_utg001431l_segment0_LN:i:22185_RC:i:4934_XC:f:0_977778	22185	l
VIRSorter_utg001432l_segment0_LN:i:66316_RC:i:2129_XC:f:1_000000	66316	l
VIRSorter_utg001433l_segment1_LN:i:16764_RC:i:2807_XC:f:1_000000	16764	l
VIRSorter_utg001435l_segment0_LN:i:10313_RC:i:294_XC:f:0_857143	10313	l
VIRSorter_utg001437l_segment0_LN:i:16534_RC:i:1229_XC:f:0_970588	16534	l
VIRSorter_utg001438l_segment0_LN:i:20560_RC:i:294_XC:f:0_904762	20560	l
VIRSorter_utg001439l_segment0_LN:i:20233_RC:i:567_XC:f:1_000000	20233	l
VIRSorter_utg001441l_segment0_LN:i:32365_RC:i:12434_XC:f:1_000000	32365	l
VIRSorter_utg001443l_segment0_LN:i:74764_RC:i:867_XC:f:0_853333	74764	l
VIRSorter_utg001446l_segment0_LN:i:17130_RC:i:1521_XC:f:1_000000	17130	l
VIRSorter_utg001450l_segment0_LN:i:25921_RC:i:1729_XC:f:0_980769	25921	l
VIRSorter_utg001451l_segment0_LN:i:13368_RC:i:703_XC:f:0_888889	13368	l
VIRSorter_utg001452l_segment0_LN:i:55047_RC:i:1781_XC:f:0_963964	55047	l
VIRSorter_utg001453l_segment0_LN:i:18978_RC:i:2232_XC:f:1_000000	18978	l
VIRSorter_utg001457l_segment0_LN:i:17376_RC:i:3247_XC:f:1_000000	17376	l
VIRSorter_utg001458l_segment0_LN:i:12275_RC:i:370_XC:f:0_960000	12275	l
VIRSorter_utg001459l_segment0_LN:i:10842_RC:i:1070_XC:f:1_000000	10842	l
VIRSorter_utg001460l_segment0_LN:i:32021_RC:i:1189_XC:f:0_938462	32021	l
VIRSorter_utg001461l_segment0_LN:i:16002_RC:i:457_XC:f:0_848485	16002	l
VIRSorter_utg001465l_segment0_LN:i:21594_RC:i:3152_XC:f:0_977273	21594	l
VIRSorter_utg001466l_segment0_LN:i:18994_RC:i:5658_XC:f:1_000000	18994	l
VIRSorter_utg001468l_segment0_LN:i:10106_RC:i:1782_XC:f:1_000000	10106	l
VIRSorter_utg001471l_segment0_LN:i:52614_RC:i:1071_XC:f:0_971698	52614	l
VIRSorter_utg001472l_segment0_LN:i:33124_RC:i:1460_XC:f:0_970149	33124	l
VIRSorter_utg001473l_segment0_LN:i:42127_RC:i:1676_XC:f:0_988235	42127	l
VIRSorter_utg001474l_segment0_LN:i:34407_RC:i:1240_XC:f:0_855072	34407	l
VIRSorter_utg001479l_segment0_LN:i:42808_RC:i:2452_XC:f:1_000000	42808	l
VIRSorter_utg001480l_segment0_LN:i:11334_RC:i:765_XC:f:0_913043	11334	l
VIRSorter_utg001486l_segment0_LN:i:94101_RC:i:4153_XC:f:1_000000	94101	l
VIRSorter_utg001487l_segment0_LN:i:35767_RC:i:839_XC:f:0_888889	35767	l
VIRSorter_utg001490l_segment0_LN:i:14417_RC:i:238_XC:f:0_896552	14417	l
VIRSorter_utg001491l_segment0_LN:i:12430_RC:i:1685_XC:f:1_000000	12430	l
VIRSorter_utg001492l_segment0_LN:i:27248_RC:i:512_XC:f:0_818182	27248	l
VIRSorter_utg001494l_segment0_LN:i:21138_RC:i:1410_XC:f:1_000000	21138	l
VIRSorter_utg001497l_segment0_LN:i:11360_RC:i:651_XC:f:1_000000	11360	l
VIRSorter_utg001498l_segment0_LN:i:20342_RC:i:437_XC:f:0_926829	20342	l
VIRSorter_utg001501l_segment0_LN:i:16312_RC:i:635_XC:f:0_969697	16312	l
VIRSorter_utg001502l_segment0_LN:i:10391_RC:i:767_XC:f:1_000000	10391	l
VIRSorter_utg001504l_segment0_LN:i:24865_RC:i:2573_XC:f:1_000000	24865	l
VIRSorter_utg001508l_segment0_LN:i:11327_RC:i:1101_XC:f:1_000000	11327	l
VIRSorter_utg001510l_segment1_LN:i:31281_RC:i:1800_XC:f:0_984127	31281	l
VIRSorter_utg001513l_segment0_LN:i:20024_RC:i:2067_XC:f:0_975610	20024	l
VIRSorter_utg001517l_segment0_LN:i:53013_RC:i:2682_XC:f:0_962617	53013	l
VIRSorter_utg001518l_segment0_LN:i:16710_RC:i:975_XC:f:1_000000	16710	l
VIRSorter_utg001523l_segment0_LN:i:61663_RC:i:4642_XC:f:0_983871	61663	l
VIRSorter_utg001529l_segment0_LN:i:36747_RC:i:2690_XC:f:1_000000	36747	l
VIRSorter_utg001531l_segment0_LN:i:27853_RC:i:451_XC:f:0_892857	27853	l
VIRSorter_utg001533l_segment0_LN:i:22846_RC:i:3850_XC:f:1_000000	22846	l
VIRSorter_utg001535l_segment0_LN:i:14950_RC:i:1731_XC:f:0_966667	14950	l
VIRSorter_utg001536l_segment0_LN:i:14225_RC:i:953_XC:f:1_000000	14225	l
VIRSorter_utg001539l_segment0_LN:i:27026_RC:i:1549_XC:f:0_981818	27026	l
VIRSorter_utg001542l_segment0_LN:i:11908_RC:i:278_XC:f:0_833333	11908	l
VIRSorter_utg001546l_segment0_LN:i:15321_RC:i:2288_XC:f:1_000000	15321	l
VIRSorter_utg001549l_segment0_LN:i:50998_RC:i:2649_XC:f:0_990291	50998	l
VIRSorter_utg001551l_segment0_LN:i:17522_RC:i:603_XC:f:1_000000	17522	l
VIRSorter_utg001553l_segment0_LN:i:95177_RC:i:4057_XC:f:1_000000	95177	l
VIRSorter_utg001554l_segment0_LN:i:13793_RC:i:1262_XC:f:1_000000	13793	l
VIRSorter_utg001556l_segment0_LN:i:26767_RC:i:514_XC:f:0_944444	26767	l
VIRSorter_utg001557l_segment0_LN:i:14992_RC:i:133_XC:f:0_766667	14992	l
VIRSorter_utg001559l_segment0_LN:i:17262_RC:i:224_XC:f:1_000000	17262	l
VIRSorter_utg001563l_segment0_LN:i:20826_RC:i:1777_XC:f:1_000000	20826	l
VIRSorter_utg001565l_segment0_LN:i:14161_RC:i:1367_XC:f:1_000000	14161	l
VIRSorter_utg001567l_segment0_LN:i:10532_RC:i:2451_XC:f:1_000000	10532	l
VIRSorter_utg001568l_segment0_LN:i:18413_RC:i:240_XC:f:0_918919	18413	l
VIRSorter_utg001569l_segment0_LN:i:45522_RC:i:3263_XC:f:0_989130	45522	l
VIRSorter_utg001572l_segment0_LN:i:53330_RC:i:2029_XC:f:1_000000	53330	l
VIRSorter_utg001573l_segment0_LN:i:22783_RC:i:543_XC:f:1_000000	22783	l
VIRSorter_utg001575l_segment0_LN:i:11625_RC:i:155_XC:f:0_916667	11625	l
VIRSorter_utg001576l_segment0_LN:i:63727_RC:i:4468_XC:f:1_000000	63727	l
VIRSorter_utg001577l_segment0_LN:i:12129_RC:i:1798_XC:f:1_000000	12129	l
VIRSorter_utg001580l_segment0_LN:i:29615_RC:i:583_XC:f:0_950000	29615	l
VIRSorter_utg001581l_segment0_LN:i:77194_RC:i:1124_XC:f:0_922581	77194	l
VIRSorter_utg001584l_segment0_LN:i:11922_RC:i:357_XC:f:1_000000	11922	l
VIRSorter_utg001586l_segment0_LN:i:16631_RC:i:1074_XC:f:1_000000	16631	l
VIRSorter_utg001587l_segment0_LN:i:26695_RC:i:857_XC:f:0_981481	26695	l
VIRSorter_utg001588l_segment0_LN:i:95667_RC:i:10672_XC:f:0_994792	95667	l
VIRSorter_utg001590l_segment0_LN:i:37484_RC:i:1322_XC:f:0_960526	37484	l
VIRSorter_utg001592l_segment0_LN:i:26881_RC:i:410_XC:f:0_962963	26881	l
VIRSorter_utg001595l_segment0_LN:i:16096_RC:i:457_XC:f:0_939394	16096	l
VIRSorter_utg001597l_segment0_LN:i:23976_RC:i:1160_XC:f:1_000000	23976	l
VIRSorter_utg001600l_segment0_LN:i:20678_RC:i:618_XC:f:1_000000	20678	l
VIRSorter_utg001602l_segment0_LN:i:10665_RC:i:80_XC:f:0_863636	10665	l
VIRSorter_utg001605l_segment0_LN:i:15290_RC:i:944_XC:f:1_000000	15290	l
VIRSorter_utg001609l_segment0_LN:i:14282_RC:i:206_XC:f:1_000000	14282	l
VIRSorter_utg001610l_segment0_LN:i:15422_RC:i:2287_XC:f:1_000000	15422	l
VIRSorter_utg001611l_segment0_LN:i:15021_RC:i:359_XC:f:0_870968	15021	l
VIRSorter_utg001613l_segment0_LN:i:14750_RC:i:2227_XC:f:0_933333	14750	l
VIRSorter_utg001614l_segment0_LN:i:57913_RC:i:926_XC:f:0_965517	57913	l
VIRSorter_utg001616l_segment0_LN:i:14240_RC:i:1849_XC:f:1_000000	14240	l
VIRSorter_utg001620l_segment0_LN:i:36682_RC:i:1770_XC:f:1_000000	36682	l
VIRSorter_utg001623l_segment0_LN:i:18271_RC:i:1150_XC:f:1_000000	18271	l
VIRSorter_utg001624l_segment0_LN:i:10803_RC:i:833_XC:f:1_000000	10803	l
VIRSorter_utg001625l_segment0_LN:i:11496_RC:i:98_XC:f:0_652174	11496	l
VIRSorter_utg001628l_segment0_LN:i:15286_RC:i:647_XC:f:0_967742	15286	l
VIRSorter_utg001629l_segment0_LN:i:11393_RC:i:715_XC:f:1_000000	11393	l
VIRSorter_utg001630l_segment0_LN:i:55369_RC:i:1821_XC:f:1_000000	55369	l
VIRSorter_utg001633l_segment0_LN:i:21479_RC:i:1424_XC:f:1_000000	21479	l
VIRSorter_utg001644l_segment0_LN:i:29880_RC:i:1914_XC:f:1_000000	29880	l
VIRSorter_utg001647l_segment0_LN:i:30157_RC:i:1215_XC:f:0_950820	30157	l
VIRSorter_utg001651l_segment0_LN:i:19699_RC:i:267_XC:f:0_900000	19699	l
VIRSorter_utg001652l_segment0_LN:i:27107_RC:i:983_XC:f:1_000000	27107	l
VIRSorter_utg001654l_segment0_LN:i:11828_RC:i:525_XC:f:1_000000	11828	l
VIRSorter_utg001656l_segment0_LN:i:28336_RC:i:830_XC:f:1_000000	28336	l
VIRSorter_utg001657l_segment0_LN:i:65272_RC:i:2600_XC:f:0_969466	65272	l
VIRSorter_utg001659l_segment0_LN:i:12076_RC:i:212_XC:f:0_920000	12076	l
VIRSorter_utg001662l_segment0_LN:i:41278_RC:i:2486_XC:f:0_987952	41278	l
VIRSorter_utg001664l_segment0_LN:i:11423_RC:i:262_XC:f:0_956522	11423	l
VIRSorter_utg001665l_segment0_LN:i:37818_RC:i:783_XC:f:0_960526	37818	l
VIRSorter_utg001666l_segment0_LN:i:11851_RC:i:186_XC:f:1_000000	11851	l
VIRSorter_utg001668l_segment0_LN:i:23811_RC:i:977_XC:f:1_000000	23811	l
VIRSorter_utg001670l_segment0_LN:i:14474_RC:i:439_XC:f:1_000000	14474	l
VIRSorter_utg001671l_segment0_LN:i:23493_RC:i:1669_XC:f:1_000000	23493	l
VIRSorter_utg001672c_segment0_LN:i:100927_RC:i:4299_XC:f:0_985149	100927	l
VIRSorter_utg001674l_segment0_LN:i:14534_RC:i:597_XC:f:1_000000	14534	l
VIRSorter_utg001676l_segment0_LN:i:19238_RC:i:511_XC:f:0_974359	19238	l
VIRSorter_utg001677l_segment0_LN:i:15264_RC:i:582_XC:f:0_967742	15264	l
VIRSorter_utg001680l_segment0_LN:i:47634_RC:i:2202_XC:f:1_000000	47634	l
VIRSorter_utg001683l_segment0_LN:i:16865_RC:i:3184_XC:f:1_000000	16865	l
VIRSorter_utg001684l_segment0_LN:i:27026_RC:i:452_XC:f:0_945455	27026	l
VIRSorter_utg001685l_segment0_LN:i:10246_RC:i:1215_XC:f:1_000000	10246	l
VIRSorter_utg001691l_segment0_LN:i:48862_RC:i:891_XC:f:0_918367	48862	l
VIRSorter_utg001693l_segment0_LN:i:21882_RC:i:551_XC:f:0_886364	21882	l
VIRSorter_utg001697l_segment0_LN:i:20630_RC:i:394_XC:f:0_880952	20630	l
VIRSorter_utg001698l_segment0_LN:i:20213_RC:i:445_XC:f:0_926829	20213	l
VIRSorter_utg001699l_segment0_LN:i:40623_RC:i:694_XC:f:0_951220	40623	l
VIRSorter_utg001700l_segment0_LN:i:12931_RC:i:135_XC:f:0_769231	12931	l
VIRSorter_utg001705l_segment0_LN:i:20381_RC:i:279_XC:f:0_902439	20381	l
VIRSorter_utg001706l_segment0_LN:i:12241_RC:i:722_XC:f:1_000000	12241	l
VIRSorter_utg001710l_segment0_LN:i:16768_RC:i:2849_XC:f:1_000000	16768	l
VIRSorter_utg001711l_segment0_LN:i:17581_RC:i:492_XC:f:1_000000	17581	l
VIRSorter_utg001712l_segment0_LN:i:40518_RC:i:4453_XC:f:0_963415	40518	l
VIRSorter_utg001713l_segment0_LN:i:26900_RC:i:254_XC:f:0_870370	26900	l
VIRSorter_utg001718l_segment0_LN:i:27465_RC:i:4005_XC:f:0_981818	27465	l
VIRSorter_utg001720l_segment0_LN:i:14050_RC:i:1042_XC:f:1_000000	14050	l
VIRSorter_utg001724l_segment0_LN:i:11709_RC:i:1454_XC:f:0_958333	11709	l
VIRSorter_utg001725l_segment0_LN:i:28451_RC:i:434_XC:f:1_000000	28451	l
VIRSorter_utg001726l_segment0_LN:i:32497_RC:i:819_XC:f:1_000000	32497	l
VIRSorter_utg001729l_segment0_LN:i:37904_RC:i:723_XC:f:0_973684	37904	l
VIRSorter_utg001731l_segment0_LN:i:76327_RC:i:1358_XC:f:0_941176	76327	l
VIRSorter_utg001734l_segment0_LN:i:17318_RC:i:700_XC:f:0_971429	17318	l
VIRSorter_utg001737l_segment0_LN:i:38291_RC:i:1270_XC:f:0_948052	38291	l
VIRSorter_utg001738l_segment0_LN:i:11991_RC:i:4094_XC:f:1_000000	11991	l
VIRSorter_utg001743l_segment0_LN:i:12311_RC:i:1256_XC:f:1_000000	12311	l
VIRSorter_utg001744l_segment0_LN:i:17677_RC:i:4339_XC:f:1_000000	17677	l
VIRSorter_utg001745l_segment0_LN:i:11585_RC:i:159_XC:f:0_875000	11585	l
VIRSorter_utg001748l_segment0_LN:i:15132_RC:i:93_XC:f:0_645161	15132	l
VIRSorter_utg001749l_segment0_LN:i:14727_RC:i:1604_XC:f:1_000000	14727	l
VIRSorter_utg001750l_segment0_LN:i:13693_RC:i:173_XC:f:0_964286	13693	l
VIRSorter_utg001753l_segment0_LN:i:28159_RC:i:3514_XC:f:0_982456	28159	l
VIRSorter_utg001754l_segment0_LN:i:21133_RC:i:1627_XC:f:0_930233	21133	l
VIRSorter_utg001757l_segment0_LN:i:42096_RC:i:1275_XC:f:0_964706	42096	l
VIRSorter_utg001763l_segment0_LN:i:64178_RC:i:1651_XC:f:0_992248	64178	l
VIRSorter_utg001772l_segment0_LN:i:10383_RC:i:163_XC:f:1_000000	10383	l
VIRSorter_utg001774l_segment0_LN:i:27163_RC:i:1616_XC:f:0_981818	27163	l
VIRSorter_utg001778l_segment0_LN:i:18017_RC:i:439_XC:f:0_945946	18017	l
VIRSorter_utg001779l_segment0_LN:i:21514_RC:i:5533_XC:f:1_000000	21514	l
VIRSorter_utg001788l_segment0_LN:i:20809_RC:i:629_XC:f:1_000000	20809	l
VIRSorter_utg001790l_segment0_LN:i:16985_RC:i:243_XC:f:0_970588	16985	l
VIRSorter_utg001791l_segment0_LN:i:13655_RC:i:557_XC:f:0_964286	13655	l
VIRSorter_utg001792l_segment0_LN:i:42717_RC:i:1859_XC:f:1_000000	42717	l
VIRSorter_utg001795l_segment0_LN:i:22256_RC:i:541_XC:f:1_000000	22256	l
VIRSorter_utg001796l_segment0_LN:i:13728_RC:i:213_XC:f:0_892857	13728	l
VIRSorter_utg001801l_segment1_LN:i:13685_RC:i:366_XC:f:0_964286	13685	l
VIRSorter_utg001805l_segment0_LN:i:14478_RC:i:830_XC:f:1_000000	14478	l
VIRSorter_utg001809l_segment0_LN:i:64793_RC:i:1022_XC:f:0_938462	64793	l
VIRSorter_utg001813l_segment0_LN:i:18691_RC:i:380_XC:f:0_973684	18691	l
VIRSorter_utg001816l_segment0_LN:i:58779_RC:i:1716_XC:f:0_991525	58779	l
VIRSorter_utg001817l_segment0_LN:i:11212_RC:i:188_XC:f:1_000000	11212	l
VIRSorter_utg001819l_segment0_LN:i:29628_RC:i:614_XC:f:0_966667	29628	l
VIRSorter_utg001820l_segment0_LN:i:10201_RC:i:117_XC:f:0_904762	10201	l
VIRSorter_utg001823l_segment0_LN:i:18497_RC:i:167_XC:f:0_702703	18497	l
VIRSorter_utg001824l_segment0_LN:i:18657_RC:i:925_XC:f:1_000000	18657	l
VIRSorter_utg001825l_segment0_LN:i:54081_RC:i:1968_XC:f:0_944954	54081	l
VIRSorter_utg001830l_segment0_LN:i:23245_RC:i:741_XC:f:1_000000	23245	l
VIRSorter_utg001832l_segment0_LN:i:12046_RC:i:240_XC:f:0_920000	12046	l
VIRSorter_utg001834l_segment0_LN:i:21084_RC:i:1162_XC:f:0_906977	21084	l
VIRSorter_utg001835l_segment0_LN:i:16896_RC:i:741_XC:f:1_000000	16896	l
VIRSorter_utg001839l_segment0_LN:i:17902_RC:i:285_XC:f:0_972222	17902	l
VIRSorter_utg001840l_segment0_LN:i:12121_RC:i:1149_XC:f:0_960000	12121	l
VIRSorter_utg001841l_segment0_LN:i:18759_RC:i:3923_XC:f:1_000000	18759	l
VIRSorter_utg001846l_segment0_LN:i:41964_RC:i:1469_XC:f:0_988095	41964	l
VIRSorter_utg001851l_segment0_LN:i:16141_RC:i:159_XC:f:0_848485	16141	l
VIRSorter_utg001852l_segment0_LN:i:12247_RC:i:323_XC:f:0_960000	12247	l
VIRSorter_utg001853l_segment0_LN:i:11037_RC:i:280_XC:f:1_000000	11037	l
VIRSorter_utg001855l_segment0_LN:i:55653_RC:i:2785_XC:f:0_991071	55653	l
VIRSorter_utg001857l_segment0_LN:i:13028_RC:i:612_XC:f:1_000000	13028	l
VIRSorter_utg001862l_segment0_LN:i:33543_RC:i:1207_XC:f:0_970588	33543	l
VIRSorter_utg001863l_segment0_LN:i:18794_RC:i:771_XC:f:0_973684	18794	l
VIRSorter_utg001864l_segment0_LN:i:71410_RC:i:2184_XC:f:0_986014	71410	l
VIRSorter_utg001868l_segment0_LN:i:15712_RC:i:136_XC:f:0_718750	15712	l
VIRSorter_utg001869l_segment0_LN:i:19968_RC:i:1704_XC:f:1_000000	19968	l
VIRSorter_utg001872c_segment0_LN:i:70297_RC:i:2500_XC:f:1_000000	70297	l
VIRSorter_utg001875l_segment0_LN:i:12084_RC:i:1018_XC:f:1_000000	12084	l
VIRSorter_utg001876l_segment0_LN:i:13732_RC:i:1887_XC:f:1_000000	13732	l
VIRSorter_utg001878l_segment0_LN:i:16951_RC:i:152_XC:f:0_823529	16951	l
VIRSorter_utg001883l_segment0_LN:i:11157_RC:i:408_XC:f:1_000000	11157	l
VIRSorter_utg001888l_segment0_LN:i:17049_RC:i:431_XC:f:0_742857	17049	l
VIRSorter_utg001890l_segment0_LN:i:18342_RC:i:463_XC:f:1_000000	18342	l
VIRSorter_utg001896l_segment0_LN:i:11989_RC:i:186_XC:f:0_916667	11989	l
VIRSorter_utg001898l_segment0_LN:i:27561_RC:i:188_XC:f:0_714286	27561	l
VIRSorter_utg001900l_segment0_LN:i:14065_RC:i:443_XC:f:0_931034	14065	l
VIRSorter_utg001904l_segment0_LN:i:10456_RC:i:610_XC:f:0_952381	10456	l
VIRSorter_utg001905l_segment0_LN:i:16505_RC:i:4233_XC:f:0_941176	16505	l
VIRSorter_utg001907l_segment0_LN:i:12001_RC:i:2340_XC:f:0_960000	12001	l
VIRSorter_utg001909l_segment0_LN:i:19576_RC:i:1327_XC:f:0_950000	19576	l
VIRSorter_utg001911l_segment0_LN:i:29992_RC:i:3450_XC:f:1_000000	29992	l
VIRSorter_utg001913l_segment0_LN:i:16255_RC:i:441_XC:f:1_000000	16255	l
VIRSorter_utg001914l_segment0_LN:i:24559_RC:i:556_XC:f:0_980000	24559	l
VIRSorter_utg001919l_segment0_LN:i:19376_RC:i:305_XC:f:0_923077	19376	l
VIRSorter_utg001922l_segment0_LN:i:29156_RC:i:570_XC:f:0_983051	29156	l
VIRSorter_utg001923l_segment0_LN:i:36946_RC:i:1228_XC:f:0_972973	36946	l
VIRSorter_utg001926l_segment0_LN:i:20416_RC:i:439_XC:f:1_000000	20416	l
VIRSorter_utg001927l_segment0_LN:i:18051_RC:i:2847_XC:f:1_000000	18051	l
VIRSorter_utg001929l_segment0_LN:i:41138_RC:i:2412_XC:f:1_000000	41138	l
VIRSorter_utg001930l_segment0_LN:i:39473_RC:i:4040_XC:f:1_000000	39473	l
VIRSorter_utg001932l_segment0_LN:i:17102_RC:i:1862_XC:f:1_000000	17102	l
VIRSorter_utg001938l_segment0_LN:i:17682_RC:i:323_XC:f:0_833333	17682	l
VIRSorter_utg001939l_segment0_LN:i:20112_RC:i:2571_XC:f:0_975610	20112	l
VIRSorter_utg001940l_segment0_LN:i:16287_RC:i:128_XC:f:0_818182	16287	l
VIRSorter_utg001941l_segment0_LN:i:40150_RC:i:1241_XC:f:0_962963	40150	l
VIRSorter_utg001943l_segment0_LN:i:17617_RC:i:261_XC:f:0_916667	17617	l
VIRSorter_utg001947l_segment0_LN:i:19610_RC:i:1030_XC:f:0_975000	19610	l
VIRSorter_utg001948l_segment0_LN:i:25004_RC:i:843_XC:f:0_941176	25004	l
VIRSorter_utg001949l_segment0_LN:i:44642_RC:i:487_XC:f:0_877778	44642	l
VIRSorter_utg001956l_segment0_LN:i:34211_RC:i:667_XC:f:0_927536	34211	l
VIRSorter_utg001957l_segment0_LN:i:10784_RC:i:4478_XC:f:1_000000	10784	l
VIRSorter_utg001965l_segment0_LN:i:30576_RC:i:677_XC:f:0_919355	30576	l
VIRSorter_utg001973l_segment0_LN:i:81765_RC:i:1973_XC:f:0_981707	81765	l
VIRSorter_utg001975l_segment0_LN:i:13683_RC:i:300_XC:f:1_000000	13683	l
VIRSorter_utg001977l_segment0_LN:i:16318_RC:i:588_XC:f:0_969697	16318	l
VIRSorter_utg001979l_segment0_LN:i:17767_RC:i:5489_XC:f:1_000000	17767	l
VIRSorter_utg001985l_segment0_LN:i:11555_RC:i:294_XC:f:0_916667	11555	l
VIRSorter_utg001986l_segment0_LN:i:14940_RC:i:1729_XC:f:1_000000	14940	l
VIRSorter_utg001990l_segment0_LN:i:18567_RC:i:260_XC:f:0_973684	18567	l
VIRSorter_utg001992l_segment0_LN:i:47372_RC:i:1433_XC:f:0_989474	47372	l
VIRSorter_utg001999l_segment0_LN:i:22132_RC:i:5401_XC:f:0_977778	22132	l
VIRSorter_utg002000l_segment0_LN:i:14551_RC:i:135_XC:f:0_833333	14551	l
VIRSorter_utg002001l_segment0_LN:i:18624_RC:i:431_XC:f:0_947368	18624	l
VIRSorter_utg002003l_segment0_LN:i:22155_RC:i:538_XC:f:0_888889	22155	l
VIRSorter_utg002005l_segment0_LN:i:10186_RC:i:1350_XC:f:1_000000	10186	l
VIRSorter_utg002006l_segment0_LN:i:53820_RC:i:2816_XC:f:0_962963	53820	l
VIRSorter_utg002007l_segment0_LN:i:15040_RC:i:103_XC:f:0_774194	15040	l
VIRSorter_utg002009l_segment0_LN:i:21797_RC:i:524_XC:f:0_977273	21797	l
VIRSorter_utg002011l_segment0_LN:i:25356_RC:i:3692_XC:f:1_000000	25356	l
VIRSorter_utg002014l_segment0_LN:i:23939_RC:i:1569_XC:f:1_000000	23939	l
VIRSorter_utg002017l_segment0_LN:i:30520_RC:i:660_XC:f:0_935484	30520	l
VIRSorter_utg002018l_segment0_LN:i:28882_RC:i:738_XC:f:0_982759	28882	l
VIRSorter_utg002023l_segment0_LN:i:10368_RC:i:179_XC:f:0_952381	10368	l
VIRSorter_utg002027l_segment0_LN:i:13330_RC:i:598_XC:f:0_962963	13330	l
VIRSorter_utg002031l_segment0_LN:i:10815_RC:i:1036_XC:f:1_000000	10815	l
VIRSorter_utg002032l_segment0_LN:i:21262_RC:i:388_XC:f:0_976744	21262	l
VIRSorter_utg002040l_segment0_LN:i:37839_RC:i:1661_XC:f:0_973684	37839	l
VIRSorter_utg002045l_segment0_LN:i:22448_RC:i:323_XC:f:0_822222	22448	l
